/home/mheuillet/Desktop/CARL2/rl-starter-files/train.py --algo ppo --model experiment2_1_0.05_0.7_8 --budget 1 --stochasticity 0.05 --cost 0.7 --frames 5000000 --save-interval 10 --max_lr 0.005 --min_lr 0.0001 --seed 8

Namespace(algo='ppo', batch_size=256, budget='1', clip_eps=0.2, cost='0.7', discount=0.99, entropy_coef=0.01, epochs=4, frames=5000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, max_grad_norm=0.5, max_lr=0.005, mem=False, min_lr=0.0001, model='experiment2_1_0.05_0.7_8', optim_alpha=0.99, optim_eps=1e-08, procs=16, recurrence=1, save_interval=10, seed=8, stochasticity='0.05', text=False, value_loss_coef=0.5)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (actor): Sequential(
    (0): Linear(in_features=2, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=2, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Model adversary loaded

ACModel_adversary(
  (actor): Sequential(
    (0): Linear(in_features=7, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=7, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 1750 | D 1 | rR:μσmM -1.18 0.28 -2.96 0.37 | F:μσmM 7.4 10.6 2.0 81.0 | H 1.279 | V -1.323 | pL 0.092 | vL 0.159 | ∇ 0.362
U 2 | F 004096 | FPS 1680 | D 2 | rR:μσmM -1.28 0.72 -6.95 -0.30 | F:μσmM 11.1 23.0 2.0 171.0 | H 0.808 | V -0.176 | pL -0.221 | vL 1.011 | ∇ 0.129
U 3 | F 006144 | FPS 1685 | D 3 | rR:μσmM -1.19 0.31 -3.31 0.09 | F:μσmM 6.9 9.3 2.0 67.0 | H 0.815 | V 0.222 | pL -0.191 | vL 0.653 | ∇ 0.138
U 4 | F 008192 | FPS 1832 | D 4 | rR:μσmM -1.20 0.41 -4.25 0.44 | F:μσmM 8.3 14.2 2.0 151.0 | H 1.200 | V -1.256 | pL -0.132 | vL 0.148 | ∇ 0.423
U 5 | F 010240 | FPS 1662 | D 5 | rR:μσmM -1.14 0.22 -3.03 -0.12 | F:μσmM 5.3 6.6 2.0 59.0 | H 0.828 | V 0.794 | pL -0.105 | vL 0.178 | ∇ 0.097
U 6 | F 012288 | FPS 1647 | D 7 | rR:μσmM -1.11 0.17 -2.71 0.33 | F:μσmM 4.6 4.8 2.0 50.0 | H 0.826 | V 0.961 | pL -0.017 | vL 0.064 | ∇ 0.137
U 7 | F 014336 | FPS 1778 | D 8 | rR:μσmM -1.10 0.17 -2.02 0.51 | F:μσmM 4.5 4.1 2.0 47.0 | H 0.930 | V -1.106 | pL -0.140 | vL 0.062 | ∇ 0.224
U 8 | F 016384 | FPS 1628 | D 9 | rR:μσmM -1.08 0.09 -1.77 0.09 | F:μσmM 3.4 3.0 2.0 53.0 | H 0.817 | V 1.011 | pL 0.050 | vL 0.014 | ∇ 0.042
U 9 | F 018432 | FPS 1618 | D 10 | rR:μσmM -1.08 0.07 -1.70 -1.03 | F:μσmM 3.2 1.9 2.0 21.0 | H 0.820 | V 1.036 | pL 0.021 | vL 0.004 | ∇ 0.032
U 10 | F 020480 | FPS 1759 | D 12 | rR:μσmM -1.08 0.06 -1.63 -1.03 | F:μσmM 3.2 1.8 2.0 19.0 | H 0.682 | V -1.051 | pL -0.063 | vL 0.004 | ∇ 0.098
Status saved
