/home/mheuillet/Desktop/CARL2/rl-starter-files/train.py --algo ppo --model experiment2_1_0.05_0.7_3 --budget 1 --stochasticity 0.05 --cost 0.7 --frames 5000000 --save-interval 10 --max_lr 0.005 --min_lr 0.0001 --seed 3

Namespace(algo='ppo', batch_size=256, budget='1', clip_eps=0.2, cost='0.7', discount=0.99, entropy_coef=0.01, epochs=4, frames=5000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, max_grad_norm=0.5, max_lr=0.005, mem=False, min_lr=0.0001, model='experiment2_1_0.05_0.7_3', optim_alpha=0.99, optim_eps=1e-08, procs=16, recurrence=1, save_interval=10, seed=3, stochasticity='0.05', text=False, value_loss_coef=0.5)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (actor): Sequential(
    (0): Linear(in_features=2, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=2, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Model adversary loaded

ACModel_adversary(
  (actor): Sequential(
    (0): Linear(in_features=7, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=7, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 1762 | D 1 | rR:μσmM -1.31 0.37 -3.24 -0.85 | F:μσmM 10.7 12.6 2.0 70.0 | H 1.318 | V -0.292 | pL 0.739 | vL 0.381 | ∇ 0.487
U 2 | F 004096 | FPS 1727 | D 2 | rR:μσmM -1.33 0.40 -3.48 -0.54 | F:μσmM 13.6 18.9 2.0 129.0 | H 0.867 | V 0.819 | pL 0.245 | vL 0.317 | ∇ 0.474
U 3 | F 006144 | FPS 1728 | D 3 | rR:μσmM -1.48 0.65 -4.91 -1.03 | F:μσmM 19.0 28.8 2.0 170.0 | H 0.842 | V 0.909 | pL 0.205 | vL 0.177 | ∇ 0.226
U 4 | F 008192 | FPS 1876 | D 4 | rR:μσmM -1.54 0.62 -4.05 -1.03 | F:μσmM 19.7 24.7 2.0 123.0 | H 1.314 | V -0.586 | pL 0.494 | vL 0.179 | ∇ 0.490
U 5 | F 010240 | FPS 1724 | D 5 | rR:μσmM -1.44 0.53 -3.20 0.16 | F:μσmM 15.5 17.7 2.0 111.0 | H 0.863 | V 1.116 | pL 0.101 | vL 0.066 | ∇ 0.129
U 6 | F 012288 | FPS 1742 | D 7 | rR:μσmM -1.45 0.56 -4.70 -0.71 | F:μσmM 15.4 21.0 2.0 164.0 | H 0.827 | V 1.168 | pL 0.061 | vL 0.067 | ∇ 0.293
U 7 | F 014336 | FPS 1885 | D 8 | rR:μσmM -1.54 0.81 -7.40 0.33 | F:μσmM 19.2 26.5 2.0 184.0 | H 1.315 | V -0.841 | pL 0.334 | vL 0.079 | ∇ 0.342
U 8 | F 016384 | FPS 1723 | D 9 | rR:μσmM -1.27 0.45 -3.38 0.26 | F:μσmM 12.7 17.7 2.0 92.0 | H 0.835 | V 1.009 | pL 0.209 | vL 0.077 | ∇ 0.200
U 9 | F 018432 | FPS 1715 | D 10 | rR:μσmM -1.31 0.54 -4.54 0.09 | F:μσmM 11.5 15.8 2.0 102.0 | H 0.845 | V 1.089 | pL 0.128 | vL 0.064 | ∇ 0.114
U 10 | F 020480 | FPS 1849 | D 11 | rR:μσmM -1.23 0.43 -3.84 0.44 | F:μσmM 12.0 17.2 2.0 111.0 | H 1.263 | V -0.869 | pL 0.098 | vL 0.072 | ∇ 0.284
Status saved
U 11 | F 022528 | FPS 1659 | D 12 | rR:μσmM -1.18 0.30 -3.27 0.40 | F:μσmM 8.4 12.8 2.0 123.0 | H 0.844 | V 0.963 | pL 0.197 | vL 0.068 | ∇ 0.240
U 12 | F 024576 | FPS 1711 | D 14 | rR:μσmM -1.23 0.44 -4.43 0.26 | F:μσmM 9.5 14.9 2.0 99.0 | H 0.823 | V 0.945 | pL 0.102 | vL 0.064 | ∇ 0.152
U 13 | F 026624 | FPS 1839 | D 15 | rR:μσmM -1.17 0.40 -3.63 0.40 | F:μσmM 8.5 13.0 2.0 116.0 | H 1.203 | V -0.911 | pL 0.010 | vL 0.069 | ∇ 0.206
U 14 | F 028672 | FPS 1674 | D 16 | rR:μσmM -1.12 0.29 -3.28 0.37 | F:μσmM 6.7 9.8 2.0 89.0 | H 0.845 | V 0.857 | pL 0.095 | vL 0.061 | ∇ 0.160
U 15 | F 030720 | FPS 1670 | D 17 | rR:μσmM -1.10 0.19 -1.91 0.26 | F:μσmM 5.3 6.5 2.0 59.0 | H 0.844 | V 0.882 | pL 0.094 | vL 0.043 | ∇ 0.094
U 16 | F 032768 | FPS 1815 | D 18 | rR:μσmM -1.09 0.20 -2.30 0.48 | F:μσmM 4.8 5.4 2.0 50.0 | H 1.086 | V -0.914 | pL -0.041 | vL 0.051 | ∇ 0.253
U 17 | F 034816 | FPS 1672 | D 19 | rR:μσmM -1.07 0.21 -1.84 0.48 | F:μσmM 4.6 5.8 2.0 69.0 | H 0.834 | V 0.851 | pL 0.160 | vL 0.051 | ∇ 0.224
U 18 | F 036864 | FPS 1671 | D 21 | rR:μσmM -1.07 0.19 -2.05 0.44 | F:μσmM 4.3 5.2 2.0 61.0 | H 0.827 | V 0.847 | pL 0.079 | vL 0.041 | ∇ 0.202
U 19 | F 038912 | FPS 1811 | D 22 | rR:μσmM -1.09 0.18 -1.74 0.40 | F:μσmM 4.4 4.2 2.0 37.0 | H 0.992 | V -0.881 | pL -0.004 | vL 0.051 | ∇ 0.292
U 20 | F 040960 | FPS 1653 | D 23 | rR:μσmM -1.04 0.27 -1.81 0.58 | F:μσmM 5.1 7.4 2.0 71.0 | H 0.794 | V 0.594 | pL 0.150 | vL 0.081 | ∇ 0.163
Status saved
U 21 | F 043008 | FPS 1678 | D 24 | rR:μσmM -1.03 0.25 -1.67 0.51 | F:μσmM 5.3 9.1 2.0 69.0 | H 0.782 | V 0.570 | pL 0.213 | vL 0.072 | ∇ 0.200
U 22 | F 045056 | FPS 1808 | D 25 | rR:μσmM -1.06 0.20 -1.91 0.19 | F:μσmM 4.7 8.1 2.0 84.0 | H 0.964 | V -0.684 | pL -0.011 | vL 0.060 | ∇ 0.317
U 23 | F 047104 | FPS 1690 | D 27 | rR:μσmM -0.99 0.34 -1.98 0.58 | F:μσmM 6.4 11.6 2.0 86.0 | H 0.765 | V 0.383 | pL 0.213 | vL 0.084 | ∇ 0.177
U 24 | F 049152 | FPS 1669 | D 28 | rR:μσmM -1.02 0.31 -2.05 0.55 | F:μσmM 5.8 10.8 2.0 88.0 | H 0.781 | V 0.494 | pL 0.097 | vL 0.096 | ∇ 0.171
U 25 | F 051200 | FPS 1838 | D 29 | rR:μσmM -1.03 0.30 -2.64 0.55 | F:μσmM 5.5 9.7 2.0 105.0 | H 0.933 | V -0.597 | pL -0.001 | vL 0.080 | ∇ 0.237
U 26 | F 053248 | FPS 1707 | D 30 | rR:μσmM -0.96 0.46 -3.20 0.55 | F:μσmM 8.5 15.3 2.0 121.0 | H 0.758 | V 0.248 | pL 0.163 | vL 0.120 | ∇ 0.215
U 27 | F 055296 | FPS 1700 | D 31 | rR:μσmM -0.98 0.38 -1.74 0.51 | F:μσmM 6.4 9.4 2.0 65.0 | H 0.780 | V 0.397 | pL 0.143 | vL 0.115 | ∇ 0.240
U 28 | F 057344 | FPS 1842 | D 33 | rR:μσmM -0.98 0.39 -1.98 0.51 | F:μσmM 7.4 12.4 2.0 86.0 | H 0.824 | V -0.397 | pL -0.020 | vL 0.121 | ∇ 0.249
U 29 | F 059392 | FPS 1726 | D 34 | rR:μσmM -0.91 0.53 -2.78 0.51 | F:μσmM 13.2 18.7 2.0 109.0 | H 0.757 | V 0.188 | pL 0.173 | vL 0.109 | ∇ 0.278
U 30 | F 061440 | FPS 1711 | D 35 | rR:μσmM -0.85 0.53 -2.01 0.51 | F:μσmM 12.8 17.2 2.0 87.0 | H 0.752 | V 0.093 | pL 0.266 | vL 0.125 | ∇ 0.253
Status saved
U 31 | F 063488 | FPS 1852 | D 36 | rR:μσmM -0.88 0.51 -1.67 0.55 | F:μσmM 11.0 13.3 2.0 68.0 | H 0.803 | V -0.240 | pL -0.039 | vL 0.121 | ∇ 0.262
U 32 | F 065536 | FPS 1729 | D 37 | rR:μσmM -0.74 0.56 -1.42 0.48 | F:μσmM 14.5 15.0 2.0 63.0 | H 0.750 | V 0.014 | pL 0.264 | vL 0.105 | ∇ 0.255
