/home/mheuillet/Desktop/CARL2/rl-starter-files/train.py --algo ppo --model experiment2_1_0.05_0.7_4 --budget 1 --stochasticity 0.05 --cost 0.7 --frames 5000000 --save-interval 10 --max_lr 0.005 --min_lr 0.0001 --seed 4

Namespace(algo='ppo', batch_size=256, budget='1', clip_eps=0.2, cost='0.7', discount=0.99, entropy_coef=0.01, epochs=4, frames=5000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, max_grad_norm=0.5, max_lr=0.005, mem=False, min_lr=0.0001, model='experiment2_1_0.05_0.7_4', optim_alpha=0.99, optim_eps=1e-08, procs=16, recurrence=1, save_interval=10, seed=4, stochasticity='0.05', text=False, value_loss_coef=0.5)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (actor): Sequential(
    (0): Linear(in_features=2, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=2, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Model adversary loaded

ACModel_adversary(
  (actor): Sequential(
    (0): Linear(in_features=7, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=7, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 1702 | D 1 | rR:μσmM -1.49 0.39 -2.92 -1.03 | F:μσmM 15.1 11.2 2.0 56.0 | H 1.248 | V -1.217 | pL 0.114 | vL 0.031 | ∇ 0.285
U 2 | F 004096 | FPS 1724 | D 2 | rR:μσmM -1.37 0.31 -2.57 -1.03 | F:μσmM 11.7 9.0 2.0 46.0 | H 0.948 | V 0.741 | pL -0.106 | vL 0.128 | ∇ 0.099
U 3 | F 006144 | FPS 1704 | D 3 | rR:μσmM -1.31 0.29 -3.28 -1.03 | F:μσmM 10.2 9.2 2.0 66.0 | H 0.938 | V 0.923 | pL -0.057 | vL 0.054 | ∇ 0.111
U 4 | F 008192 | FPS 1854 | D 4 | rR:μσmM -1.32 0.27 -2.50 -1.03 | F:μσmM 10.0 7.7 2.0 44.0 | H 1.249 | V -1.184 | pL -0.022 | vL 0.017 | ∇ 0.127
U 5 | F 010240 | FPS 1693 | D 5 | rR:μσmM -1.24 0.22 -2.43 -1.03 | F:μσmM 7.8 6.2 2.0 42.0 | H 0.929 | V 1.072 | pL -0.015 | vL 0.010 | ∇ 0.114
U 6 | F 012288 | FPS 1695 | D 7 | rR:μσmM -1.20 0.15 -1.84 -1.03 | F:μσmM 6.8 4.3 2.0 25.0 | H 0.932 | V 1.093 | pL 0.009 | vL 0.006 | ∇ 0.057
U 7 | F 014336 | FPS 1837 | D 8 | rR:μσmM -1.22 0.18 -2.50 -1.03 | F:μσmM 7.4 5.3 2.0 44.0 | H 1.212 | V -1.126 | pL -0.050 | vL 0.010 | ∇ 0.138
U 8 | F 016384 | FPS 1680 | D 9 | rR:μσmM -1.16 0.12 -1.74 -1.03 | F:μσmM 5.5 3.5 2.0 22.0 | H 0.912 | V 1.078 | pL 0.032 | vL 0.004 | ∇ 0.039
U 9 | F 018432 | FPS 1689 | D 10 | rR:μσmM -1.15 0.13 -1.67 -0.19 | F:μσmM 5.5 3.7 2.0 35.0 | H 0.905 | V 1.063 | pL 0.028 | vL 0.007 | ∇ 0.037
U 10 | F 020480 | FPS 1803 | D 11 | rR:μσmM -1.14 0.12 -1.84 -0.89 | F:μσmM 5.3 4.2 2.0 55.0 | H 1.111 | V -1.079 | pL -0.048 | vL 0.018 | ∇ 0.109
Status saved
